"comparison","objectA","objectB","selected_at","completed","selected_object","judgement_time","task_diff","task_diff_duration","comparative_feedback","feedback_duration","total_duration","assessorR"
1536,"e5a81896770776be23d598d49ed65f03","482d7a26ee61f1a3c7a58a495e9f2b54","17/09/2015 8:45",1,"e5a81896770776be23d598d49ed65f03",10,2,"3","Voorstelling, kleur: Keuze van afbeeldingen op kleur en enigzins inhoud, associaties met het thema technobodies en zintuigen",63,76,"assessor02"
1537,"H2","E22","17/09/2015 8:55",1,"H2",77,6,"4","Voorstelling - verbinding met het thema, origineel concept",31,112,"assessor02"
1538,"J15","4316da0280389031ec4fde76dcb58b10","17/09/2015 8:56",1,"4316da0280389031ec4fde76dcb58b10",56,5,"3","Intrigerend concept, rol van kleur in concept, interpretatie van thema",44,103,"assessor02"
1539,"54938ca135f9858cfb0c2a965718392e","I8","17/09/2015 8:57",1,"54938ca135f9858cfb0c2a965718392e",6,3,"3","Gebruik van kleur / keuze van afbeeldingen, verbinding met thema (natuur/emotie en technologie)",51,60,"assessor02"
1540,"E27","ee7c0339be618ca65973144f3bb849ce","17/09/2015 9:00",1,"ee7c0339be618ca65973144f3bb849ce",84,6,"2","Intrigerende vormen ('diagrammen' als uitgangspunt?)",65,151,"assessor02"
1541,"G3","K11","17/09/2015 9:01",1,"K11",10,3,"7","Vorm, lijn, kleur, 'projecties'",101,118,"assessor02"
1542,"5eee9f0e60b7c6c9717def7892237bb6","A14","17/09/2015 9:03",1,"A14",37,3,"3","Verdeling vormen over vlak, kleur, 'designachtig'",43,83,"assessor02"
1543,"F5","K17","17/09/2015 9:05",1,"F5",28,4,"4","Voorstelling / onderzoek naar thema, associatief",38,70,"assessor02"
1544,"K19","K18","17/09/2015 9:06",1,"K19",15,2,"3","Beeldende 'ontwikkeling'/ onderzoek, sterke stilering, kleur- en vormgebruik",52,70,"assessor02"
1545,"G5","A6","17/09/2015 9:15",1,"G5",41,2,"2","Voorstelling / verbinding met thema natuur en technologie is origineel",31,74,"assessor02"
1546,"H10","C12","17/09/2015 9:16",1,"H10",44,4,"3","Voorstelling: interpretatie van thema op verschillende manier verbeeld cq onderzocht, associatief",50,97,"assessor02"
1547,"F3","45154a9e7c9638ad97b07b3e8baf525b","17/09/2015 9:17",1,"45154a9e7c9638ad97b07b3e8baf525b",4,1,"3","Expressieve lijnvoering, sterke compositie/ verdeling van (kleur-)vlakken, 'eigen' beeldtaal",63,70,"assessor02"
1548,"J7","K18","17/09/2015 9:19",1,"K18",46,2,"2","Sterke stilering, gebruik van kleur",34,82,"assessor02"
1549,"f48ab1373fce7ff56fa9d6dc6eb9787b","D12","17/09/2015 9:20",1,"D12",13,2,"3","Kleurgebruik - contrast, verkenning van materiaal",88,104,"assessor02"
1550,"d6fba3cf86ddfa7a43b68ae7ee134b2a","H2","17/09/2015 9:22",1,"H2",52,6,"6","Voorstelling / concept originele verbinding met thema",23,81,"assessor02"
1551,"K25","G3","17/09/2015 9:23",1,"K25",20,4,"6","Lijnen en vormen, tattoo (maar niet zelf ontworpen?)",55,81,"assessor02"
1552,"E4","H0","17/09/2015 9:24",1,"H0",7,2,"3","Voorstelling maakt verbinding met thema, compositie / combinatie van afbeeldingen voor collage",78,88,"assessor02"
1553,"E1","E3","17/09/2015 9:26",1,"E1",4,2,"2","Compositie, enigszins kleurgebruik, combinaties van vormen",52,58,"assessor02"
1554,"da10dd2f875c94b2f976147315a321cd","C9","17/09/2015 9:27",1,"da10dd2f875c94b2f976147315a321cd",5,1,"2","Voorstelling / keuze van afbeeldingen & verbinding met thema, gebruik van verschillende lettertypes, vormen, stilering (lichaam)",148,155,"assessor02"
1555,"5424045be2c80e896ef02f09bf8808d7","C14","17/09/2015 9:30",1,"5424045be2c80e896ef02f09bf8808d7",45,5,"5","'Storyboard' opmaak, vormgeving achtergrond, concept/interpretatie van thema",134,184,"assessor02"
1556,"I12b","H4","17/09/2015 9:32",1,"H4",4,1,"5","Aansprekende voorstelling, interpretatie thema technobodies",118,127,"assessor02"
1557,"G1","H0","17/09/2015 9:35",1,"H0",6,1,"3","In het oog springende compositie, verbinding met thema (natuur-technologie)",68,77,"assessor02"
1558,"1a044b43ab4eca593fa07c0b69e55cc3","4316da0280389031ec4fde76dcb58b10","17/09/2015 9:50",1,"1a044b43ab4eca593fa07c0b69e55cc3",16,3,"4","Compositie van collage, kleurgebruik, vormen organisch en geometrisch",35,55,"assessor02"
1559,"I11","J15","17/09/2015 9:44",1,"J15",29,4,"6","Heb het idee dat het opplakken van de teksten qua layout niet heel erg bewust is gedaan.",27,62,"assessor03"
1560,"G3","F13","17/09/2015 9:45",1,"F13",26,3,"4","Rechts is verbeelden van een idee, rechts is slechts versiering",17,47,"assessor03"
1561,"E3","4316da0280389031ec4fde76dcb58b10","17/09/2015 9:45",1,"4316da0280389031ec4fde76dcb58b10",9,3,"2","idem als vorige. Verschillen tussen versieren en verbeelden",14,25,"assessor03"
1562,"I17","K14","17/09/2015 9:46",1,"I17",14,3,"2","combineren van technieken",7,23,"assessor03"
1563,"K22","G5","17/09/2015 9:46",1,"G5",7,2,"3","meer ideeen",8,18,"assessor03"
1564,"F13","F12","17/09/2015 9:47",1,"F13",63,4,"3","expressiever",7,73,"assessor03"
1565,"D5","4467eca119993cc6d6059a5d725aa6c4","17/09/2015 9:48",1,"D5",15,2,"1","beeld en inhoud op elkaar afgestemd",10,26,"assessor03"
1566,"ac669b056cd33482fad55d756497b177","H4","17/09/2015 9:48",1,"H4",15,3,"8","knap getekend",8,31,"assessor03"
1567,"H16","A8","17/09/2015 9:49",1,"H16",50,5,"2","beide op het punt dat inspiratie wordt verbeeld. links in zlef tekenen, rechts in materiaal en associatief met plaatjes. Moielijk met elkaar te vergelijken. Als beeldend blad vind ik a gewoon mooier",65,117,"assessor03"
1568,"A18","E24","17/09/2015 9:51",1,"A18",33,4,"3","mooie associatie in beeld",9,45,"assessor03"
1569,"I15","F15","17/09/2015 9:51",1,"F15",21,2,"13","Voorstelling - interpretatie van thema, vormen (negatieve en positieve), licht/donker contrasten",61,95,"assessor02"
1570,"H2","4316da0280389031ec4fde76dcb58b10","17/09/2015 9:52",1,"H2",37,5,"4","toch weer de kunde die de doorslag geeft",16,57,"assessor03"
1571,"e5a81896770776be23d598d49ed65f03","I15","17/09/2015 9:52",1,"e5a81896770776be23d598d49ed65f03",4,4,"5","Associaties met thema, keuze voor kleurgebruik",38,47,"assessor02"
1572,"4316da0280389031ec4fde76dcb58b10","F7","17/09/2015 9:53",1,"4316da0280389031ec4fde76dcb58b10",41,3,"2","eigener in beeld",7,50,"assessor03"
1573,"J11","E22","17/09/2015 9:53",1,"J11",8,4,"4","Gebruik van kleur",31,43,"assessor02"
1574,"F5","H16","17/09/2015 9:53",1,"H16",7,2,"2","mooier bald",5,14,"assessor03"
1575,"E22","K21","17/09/2015 9:54",1,"E22",53,3,"3","meer eigen beeld",7,63,"assessor03"
1576,"d7f573c9a18444c1b18c4e62e4b5f9f6","G3","17/09/2015 9:54",1,"d7f573c9a18444c1b18c4e62e4b5f9f6",8,2,"2","Kleurgebruik, combinatie van organische vormen, compositie in collage",42,52,"assessor02"
1577,"J7","G5","17/09/2015 9:56",1,"G5",59,3,"2","diversiteit",5,66,"assessor03"
1578,"F12","E5","17/09/2015 9:55",1,"F12",35,2,"3","Originele interpretatie van thema",12,50,"assessor02"
1579,"786709f6b21b9f098a1c6cbea7fdac08","C16","17/09/2015 9:56",1,"C16",10,7,"4","Geometrische vormentaal, techniek, 'kunsthistorisch'",73,87,"assessor02"
1580,"K2","A6","17/09/2015 9:56",1,"A6",21,6,"3","beide geen uitleg, maar rechter heb ik zelf meer associatie bij...",25,49,"assessor03"
1581,"H16","K10","17/09/2015 9:57",1,"H16",8,3,"4","meer diversiteit",8,20,"assessor03"
1582,"C15","J9","17/09/2015 9:58",1,"C15",44,5,"4","beeld rechts spreekt me eigenlijk meer aan, maar links vind ik het gebruik van collage technieken origineler",30,78,"assessor03"
1583,"H16","A15","17/09/2015 9:58",1,"H16",27,3,"4","Voorstelling, originele interpretatie van thema",37,68,"assessor02"
1584,"H12","4e97803b18e84a03636d0ea4459a0809","17/09/2015 10:00",1,"4e97803b18e84a03636d0ea4459a0809",106,7,"5","Beiden zo'n mooi totaalbeeld! ↩Combinatie van tekst en beeld zo goed combineren zie je niet heel veel, vandaar dat dat uiteindelijk de doorslag gaf",35,146,"assessor03"
1585,"A12","A6","17/09/2015 9:59",1,"A12",16,3,"4","Onderzoek naar vorm en techniek, ontwikkeling",42,62,"assessor02"
1586,"H16","C19","17/09/2015 9:59",1,"H16",7,4,"5","originele interpretatie van thema",25,37,"assessor02"
1587,"1b2bf88d0cf06c8dfb2d58e0b4579f35","C16","17/09/2015 10:00",1,"C16",7,2,"3","Echt beeldend onderzoek, geometrische vormen, keuze van techniek, 'kunsthistorisch'",30,40,"assessor02"
1588,"K19","4e97803b18e84a03636d0ea4459a0809","17/09/2015 10:01",1,"K19",14,3,"2","Sterke stilering, vormentaal",32,48,"assessor02"
1589,"E24","3e214041981e81f9fd99ca069cf98325","17/09/2015 10:01",1,"3e214041981e81f9fd99ca069cf98325",11,2,"10","Mooi van inspiratie naar idee te zien.",17,38,"assessor03"
1590,"d6fba3cf86ddfa7a43b68ae7ee134b2a","A12","17/09/2015 10:03",1,"A12",95,3,"4","origineler",4,103,"assessor03"
1591,"C11","A6","17/09/2015 10:02",1,"C11",6,2,"3","Keuze van techniek",21,30,"assessor02"
1592,"G1","K24","17/09/2015 10:03",1,"K24",28,3,"2","",10,40,"assessor02"
1593,"I3","ee7c0339be618ca65973144f3bb849ce","17/09/2015 10:03",1,"I3",12,3,"3","Keuze van beelden - verbinding met thema, kleurgebruik, enigszins compositie",50,65,"assessor02"
1594,"I2","H0","17/09/2015 10:04",1,"I2",30,5,"5","weet niet",8,43,"assessor03"
1595,"E30","K23","17/09/2015 10:05",1,"E30",70,5,"4","echt op zoek naar verbeelding van idee in materiaal",13,87,"assessor03"
1596,"I11","C15","17/09/2015 10:04",1,"C15",4,1,"3","Oorspronkelijke vormtaal, compositorisch sterk, techniek",26,33,"assessor02"
1597,"B3","E30","17/09/2015 10:05",1,"E30",33,6,"3","Techniek en materiaalkeuze even wat anders, verbinding met thema",26,62,"assessor02"
1598,"965443f7a817be579b5cd51aebfd15f7","29fe32912c306a55427d86d4a78dde8c","17/09/2015 10:06",1,"29fe32912c306a55427d86d4a78dde8c",9,3,"4","eigen ideeen.",9,22,"assessor03"
1599,"K20","E10","17/09/2015 10:06",1,"K20",5,2,"3","Sterke stilering",31,39,"assessor02"
1600,"I15","J7","17/09/2015 10:06",1,"J7",10,3,"2","masker heb ik al zo vaak gezien!",10,22,"assessor03"
1601,"F18","H2","17/09/2015 10:07",1,"F18",25,4,"4","minder voorspelbaar, originelere combinaties",13,42,"assessor03"
1602,"2920d4f4f2684f38b8167e1a99129821","J15","17/09/2015 10:06",1,"2920d4f4f2684f38b8167e1a99129821",5,3,"3","Vormgeving hand intrigeert, kleur",43,51,"assessor02"
1603,"F16","K10","17/09/2015 10:08",1,"K10",90,6,"2","weet niet waarom↩",5,97,"assessor03"
1604,"J5","C14","17/09/2015 10:07",1,"C14",5,1,"7","Eigenzinnige vormtaal, techniek, compositorisch sterk",24,36,"assessor02"
1605,"I18","K18","17/09/2015 10:08",1,"K18",31,3,"2","Sterke stilering, spaarzaam kleurgebruik, techniek",17,50,"assessor02"
1606,"A8","I2","17/09/2015 10:09",1,"I2",16,5,"3","",1,20,"assessor03"
1607,"F7","F5","17/09/2015 10:09",1,"F5",21,4,"5","",1,27,"assessor02"
1608,"C1","cdfa1effe52bc3c01fde3e290f57085b","17/09/2015 10:09",1,"cdfa1effe52bc3c01fde3e290f57085b",3,1,"3","Eigenzinnige, organische vormtaal, materiaalgebruik/techniek, roept vragen op",31,37,"assessor02"
1609,"K19","I19","17/09/2015 10:10",1,"K19",5,1,"3","",1,9,"assessor02"
1610,"C8","F16","17/09/2015 10:11",1,"F16",35,3,"5","Vormtaal, stilering",22,62,"assessor02"
1611,"H19","G3","17/09/2015 10:11",1,"H19",15,3,"4","",1,20,"assessor02"
1612,"0ff122df35e6ed7d06b637d474d7eb49","B14","17/09/2015 10:11",1,"0ff122df35e6ed7d06b637d474d7eb49",4,1,"5","Compositie / combinatie van vormen",54,63,"assessor02"
1613,"F4","I19","17/09/2015 10:40",1,"F4",6,2,"5","Verbinding met thema, keuze van voorstellingen",26,37,"assessor02"
1614,"E11","E5","17/09/2015 10:29",1,"E11",699,5,"5","eigenlijk minder beeldend, maar inhoud en beeld duidelijk zoekend en origineler",28,732,"assessor03"
1615,"H2","G1","17/09/2015 10:30",1,"H2",6,1,"2","",1,9,"assessor03"
1616,"I15","94d9699732e50f271a89808b9575139b","17/09/2015 10:30",1,"94d9699732e50f271a89808b9575139b",4,1,"5","",1,10,"assessor03"
1617,"K21","F13","17/09/2015 10:30",1,"F13",12,4,"1","expressiever",7,20,"assessor03"
1618,"J9","K14","17/09/2015 10:31",1,"J9",8,3,"2","samenstelling in beeld",8,18,"assessor03"
1619,"I11","I17","17/09/2015 10:31",1,"I17",5,1,"2","samenstelling in beeld en bewuster",12,19,"assessor03"
1620,"H19","94d9699732e50f271a89808b9575139b","17/09/2015 10:31",1,"94d9699732e50f271a89808b9575139b",11,3,"5","associatiever",12,28,"assessor03"
1621,"G1","59bbe0f37957c04823cce57361bc26ba","17/09/2015 10:32",1,"59bbe0f37957c04823cce57361bc26ba",6,2,"2","beeld en woord",10,18,"assessor03"
1622,"B3","K24","17/09/2015 10:33",1,"K24",32,4,"5","",0,37,"assessor03"
1623,"ca4b73cfbaf430ee72a8faf80734c750","F13","17/09/2015 10:35",1,"ca4b73cfbaf430ee72a8faf80734c750",109,7,"6","?",3,118,"assessor03"
1624,"H2","d7f573c9a18444c1b18c4e62e4b5f9f6","17/09/2015 10:35",1,"H2",13,1,"5","eigen beeld, onderzoekender",9,27,"assessor03"
1625,"B14","d1fe7291ff309bfc52980e0f00714df3","17/09/2015 10:35",1,"B14",14,6,"3","",13,30,"assessor03"
1626,"F2","D12","17/09/2015 10:36",1,"D12",34,6,"4","abstracter",4,42,"assessor03"
1627,"H13","E10","17/09/2015 10:37",1,"E10",56,7,"2","beetje hetzelfde. Het plaatje erbij geplakt gaf de doorslag",22,80,"assessor03"
1628,"F4","G1","17/09/2015 10:38",1,"F4",13,2,"3","actief over beeld nagedacht",10,26,"assessor03"
1629,"E20","ee7c0339be618ca65973144f3bb849ce","17/09/2015 10:39",1,"ee7c0339be618ca65973144f3bb849ce",12,3,"3","in beeld brengen hoe je kunt denken. Mooi!",13,28,"assessor03"
1630,"K2","C6","17/09/2015 10:39",1,"C6",5,3,"8","vanaf hier ga ik er geen commentaar meer bijschrijven, anders haal ik het niet meer, sorry.",17,30,"assessor03"
1631,"I3","I8","17/09/2015 10:39",1,"I3",6,3,"3","",1,10,"assessor03"
1632,"D12","I19","17/09/2015 10:40",1,"D12",14,5,"2","",1,17,"assessor03"
1633,"C12","I19","17/09/2015 10:40",1,"C12",8,3,"2","",1,11,"assessor03"
1634,"C13","F18","17/09/2015 10:40",1,"F18",5,3,"2","",1,8,"assessor03"
1635,"C11","G5","17/09/2015 10:40",1,"G5",4,2,"2","",1,7,"assessor03"
1636,"E27","4467eca119993cc6d6059a5d725aa6c4","17/09/2015 10:41",1,"4467eca119993cc6d6059a5d725aa6c4",10,5,"2","",0,12,"assessor03"
1637,"H10","1a044b43ab4eca593fa07c0b69e55cc3","17/09/2015 10:41",1,"1a044b43ab4eca593fa07c0b69e55cc3",19,4,"3","",0,22,"assessor03"
1638,"A14","3649ba8db06d94c8b79911d940ba289c","17/09/2015 10:41",1,"A14",15,3,"5","",27,47,"assessor02"
1639,"C11","E28","17/09/2015 10:41",1,"E28",8,3,"2","",0,10,"assessor03"
1640,"A15","F3","17/09/2015 10:41",1,"F3",5,3,"2","",0,7,"assessor03"
1641,"B8","E30","17/09/2015 10:42",1,"E30",6,2,"1","",1,8,"assessor03"
1642,"C6","11932db57791df696a819ee36383b36f","17/09/2015 10:42",1,"C6",9,5,"2","",0,11,"assessor03"
1643,"ac669b056cd33482fad55d756497b177","cdfa1effe52bc3c01fde3e290f57085b","17/09/2015 10:42",1,"cdfa1effe52bc3c01fde3e290f57085b",5,1,"2","Originele organische vormtaal, techniek, gebruik van materialen",18,25,"assessor02"
1644,"I19","A11","17/09/2015 10:42",1,"A11",20,4,"2","",2,24,"assessor03"
1645,"F13","3649ba8db06d94c8b79911d940ba289c","17/09/2015 10:42",1,"F13",4,2,"5","Expressieve lijnvoering, gebruik van kleur",30,39,"assessor02"
1646,"0410ebd8e853f8b3f21bf103193dabb2","I3","17/09/2015 10:42",1,"I3",6,3,"2","",1,9,"assessor03"
1647,"F12","11932db57791df696a819ee36383b36f","17/09/2015 10:43",1,"F12",11,5,"2","",1,14,"assessor03"
1648,"e5a81896770776be23d598d49ed65f03","3e214041981e81f9fd99ca069cf98325","17/09/2015 10:43",1,"3e214041981e81f9fd99ca069cf98325",6,2,"2","",1,9,"assessor03"
1649,"C9","E27","17/09/2015 10:43",1,"C9",6,4,"2","",1,9,"assessor03"
1650,"K26","9125eb25d10dcb5fb57dfbdb59a1b74b","17/09/2015 10:43",1,"9125eb25d10dcb5fb57dfbdb59a1b74b",4,1,"3","Voorstelling maakt verbinding met concept 'vrije wil', compositorisch interessant, vormtaal, gebruik van tekst in kader",61,68,"assessor02"
1651,"E21","K17","17/09/2015 10:47",1,"E21",213,3,"23","",2,238,"assessor03"
1652,"C13","E23","17/09/2015 10:44",1,"C13",4,2,"3","Eigen techniek, geometrische vormen, 'kunsthistorische' benadering, ",28,35,"assessor02"
1653,"F12","786709f6b21b9f098a1c6cbea7fdac08","17/09/2015 10:45",1,"786709f6b21b9f098a1c6cbea7fdac08",4,2,"3","Eigen techniek en vormtaal, voorstelling maakt visueel verbinding met deelthema technologie",61,68,"assessor02"
1654,"A8","I8","17/09/2015 10:46",1,"A8",15,6,"4","",2,21,"assessor02"
1655,"G9","B6","17/09/2015 10:46",1,"B6",6,1,"2","Voorstelling maakt verbinding met thema technologie en lichaam, interessant gegeven van (digitale) codering",51,59,"assessor02"
1656,"H19","4467eca119993cc6d6059a5d725aa6c4","17/09/2015 10:47",1,"4467eca119993cc6d6059a5d725aa6c4",9,4,"3","",0,12,"assessor03"
1657,"J13","965443f7a817be579b5cd51aebfd15f7","17/09/2015 10:47",1,"J13",12,5,"2","",1,15,"assessor03"
1658,"94d9699732e50f271a89808b9575139b","2920d4f4f2684f38b8167e1a99129821","17/09/2015 10:47",1,"94d9699732e50f271a89808b9575139b",5,2,"2","Sterke compositie, voorstelling maakt origineel verband tussen uiteenlopende beeldbronnen",62,69,"assessor02"
1659,"H4","F13","17/09/2015 10:48",1,"H4",11,4,"2","",1,14,"assessor03"
1660,"E22","e6a2aa6b4f60dcdfcc0ab434c9db7457","17/09/2015 10:48",1,"e6a2aa6b4f60dcdfcc0ab434c9db7457",5,2,"2","",0,7,"assessor03"
1661,"J13","E23","17/09/2015 10:48",1,"E23",4,4,"2","",0,6,"assessor03"
1662,"D5","H19","17/09/2015 10:48",1,"D5",6,5,"2","",1,9,"assessor03"
1663,"4316da0280389031ec4fde76dcb58b10","H4","17/09/2015 11:00",1,"4316da0280389031ec4fde76dcb58b10",689,7,"4","",1,694,"assessor03"
1664,"F7","G10","17/09/2015 10:49",1,"G10",9,3,"6","Toepassing van verschillende technieken en materialen, verwerking/interpretatie van thema is origineel",37,52,"assessor02"
1665,"F9","54938ca135f9858cfb0c2a965718392e","17/09/2015 10:50",1,"54938ca135f9858cfb0c2a965718392e",16,2,"3","Sterk op kleur en inhoudelijke verbinding gerichte compositie van verschillende afbeeldingen, expressie van achterliggende overtuiging/emotie/visie",88,107,"assessor02"
1666,"C14","E23","17/09/2015 10:51",1,"C14",4,1,"2","Eigen (geometrische) vormtaal en compositie",32,38,"assessor02"
1667,"G9","da10dd2f875c94b2f976147315a321cd","17/09/2015 10:52",1,"da10dd2f875c94b2f976147315a321cd",3,1,"4","Voorstelling gecomponeerd uit zeer uiteenlopende beeldbronnen maar is toch een conceptueel geheel, stilering (van lichaam), roept vragen op over betekenis (en mogelijke interpretaties), gebruik van verschillende lettertypes",148,155,"assessor02"
1668,"A13","482d7a26ee61f1a3c7a58a495e9f2b54","17/09/2015 10:55",1,"A13",9,2,"3","Stilering figuur",27,39,"assessor02"
1669,"F5","E28","17/09/2015 10:59",1,"E28",25,2,"3","Toont (en beschrijft) beeldende ontwikkeling, vorm- en materiaalonderzoek verwijzen naar onderliggend concept",40,68,"assessor02"
1670,"H2","F16","17/09/2015 11:00",1,"F16",11,4,"3","Stilering figuur, heldere, aansprekende vorm",22,36,"assessor02"
1671,"H16","965443f7a817be579b5cd51aebfd15f7","17/09/2015 11:01",1,"H16",29,2,"3","Voorstelling maakt verbinding met (origineel) onderliggend concept",26,58,"assessor02"
1672,"E28","C13","17/09/2015 11:01",1,"C13",19,6,"4","Eigenzinnige vormtaal",18,41,"assessor02"
1673,"C4","E23","17/09/2015 11:02",1,"C4",8,3,"3","Compositie voelt nog niet af, maar gebruik van uiteenlopende materialen is interessant",31,42,"assessor02"
1674,"C18","D16","17/09/2015 11:03",1,"D16",18,2,"3","Interessant contrast tussen verschillende vormen, techniek, concept helder",67,88,"assessor02"
1675,"A11","I12b","17/09/2015 11:04",1,"A11",19,6,"3","Negatieve keuze - te veel tekst, te weinig beeldend",16,38,"assessor02"
1676,"E3","H2","17/09/2015 11:05",1,"H2",8,2,"9","",15,32,"assessor02"
1677,"cdfa1effe52bc3c01fde3e290f57085b","C18","17/09/2015 11:05",1,"cdfa1effe52bc3c01fde3e290f57085b",2,1,"2","Vormtaal en combinatie materialen, kleurgebruik, echt beeldend",39,43,"assessor02"
1678,"E29","I15","17/09/2015 11:06",1,"E29",10,2,"3","Beeldende ontwikkeling zichtbaar, techniek, voorstelling maakt heldere verbinding met onderliggend thema/concept",34,47,"assessor02"
1679,"5424045be2c80e896ef02f09bf8808d7","K23","17/09/2015 11:17",1,"5424045be2c80e896ef02f09bf8808d7",8,1,"3","Concept maakt heldere en originele verbinding met thema",28,39,"assessor02"
1680,"E28","F18","17/09/2015 11:18",1,"E28",44,5,"5","Beeldende ontwikkeling is duidelijk gedocumenteerd, techniek is gericht op onderzoek, voorstelling maakt verbinding met onderliggend thema",47,96,"assessor02"
1681,"F13","G10","17/09/2015 11:19",1,"G10",13,5,"6","Techniek is opvallend en origineel, materiaalgebruik is interessant, voorstelling als geheel maakt heldere link naar thema",75,94,"assessor02"
1682,"J5","e6a2aa6b4f60dcdfcc0ab434c9db7457","17/09/2015 11:22",1,"e6a2aa6b4f60dcdfcc0ab434c9db7457",51,7,"16","Keuze van beelden (overeenkomsten in vormgeving, plooien/kleuren)",80,147,"assessor02"
1683,"E1","I12b","17/09/2015 11:23",1,"E1",3,1,"3","Compositie, 'lijnvoering', kleurgebruik",45,51,"assessor02"
1684,"cdfa1effe52bc3c01fde3e290f57085b","E28","17/09/2015 11:24",1,"cdfa1effe52bc3c01fde3e290f57085b",5,2,"3","Eigen, organische vormtaal, verschillende materialen",31,39,"assessor02"
1685,"5eee9f0e60b7c6c9717def7892237bb6","A16","17/09/2015 11:25",1,"5eee9f0e60b7c6c9717def7892237bb6",13,2,"5","",1,19,"assessor02"
1686,"786709f6b21b9f098a1c6cbea7fdac08","K11","17/09/2015 11:25",1,"786709f6b21b9f098a1c6cbea7fdac08",3,1,"4","Eigen vormtaal verwijst helder naar onderliggend thema van technologie, techniek (uitsnede)",79,86,"assessor02"
1687,"54938ca135f9858cfb0c2a965718392e","I15","17/09/2015 11:27",1,"54938ca135f9858cfb0c2a965718392e",3,3,"4","",37,44,"assessor02"
1688,"C12","D16","17/09/2015 11:27",1,"D16",2,2,"3","Contrast tussen vormen, techniek en materiaal origineel",34,39,"assessor02"
1689,"C6","F14","17/09/2015 11:28",1,"C6",24,5,"10","Grafisch interessant (diagrammen als uitgangspunt?), verwijzingen naar historische figuren maakt nieuwsgierig",49,83,"assessor02"
1690,"B3","F9","17/09/2015 11:30",1,"B3",5,4,"3","",16,24,"assessor02"
1691,"F13","E28","17/09/2015 11:30",1,"E28",33,4,"3","Beeldende ontwikkeling is inzichtelijk gemaakt, materiaalgebruik en techniek is origineel, verbinding met thema is helder",26,62,"assessor02"
1692,"B14","4316da0280389031ec4fde76dcb58b10","17/09/2015 11:31",1,"4316da0280389031ec4fde76dcb58b10",7,6,"6","",2,15,"assessor02"
1693,"5d8bc2a5aaf9041890e730414a34b0af","K26","17/09/2015 11:31",1,"5d8bc2a5aaf9041890e730414a34b0af",2,2,"3","Expressief kleurgebruik is aansprekend",13,18,"assessor02"
1694,"K14","786709f6b21b9f098a1c6cbea7fdac08","17/09/2015 11:32",1,"786709f6b21b9f098a1c6cbea7fdac08",9,5,"2","Vorm maakt nieuwsgierig",NA,NA,"assessor02"
1695,"4e97803b18e84a03636d0ea4459a0809","E28","17/09/2015 11:33",1,"E28",13,2,"3","Beeldende ontwikkeling is duidelijk, originele techniek, heldere link naar onderliggend thema",31,47,"assessor02"
1696,"F4","ce5eb73aac1ac0832ad9ec9adedb38da","17/09/2015 11:34",1,"ce5eb73aac1ac0832ad9ec9adedb38da",17,2,"4","Aansprekende en weloverwogen kleurcontrasten, intrigerend fotografisch 'effect', roept vragen op",71,92,"assessor02"
1697,"482d7a26ee61f1a3c7a58a495e9f2b54","ce5eb73aac1ac0832ad9ec9adedb38da","17/09/2015 11:35",1,"ce5eb73aac1ac0832ad9ec9adedb38da",4,1,"3","Weloverwogen kleurgebruik, interessante en 'eigen' gebruik van fotografische effecten",31,38,"assessor02"
1698,"A13","C13","17/09/2015 11:36",1,"C13",3,1,"2","Eigen vormtaal + techniek",26,31,"assessor02"
1699,"E8","d7f573c9a18444c1b18c4e62e4b5f9f6","17/09/2015 11:37",1,"d7f573c9a18444c1b18c4e62e4b5f9f6",17,3,"2","Organische vormen, combinatie van kleuren, compositie van elementen ",31,50,"assessor02"
1700,"ca4b73cfbaf430ee72a8faf80734c750","45154a9e7c9638ad97b07b3e8baf525b","17/09/2015 11:37",1,"45154a9e7c9638ad97b07b3e8baf525b",3,1,"6","Sterke compositie, expressieve lijnvoering, minimalistisch maar overtuigend kleurgebruik",32,41,"assessor02"
1701,"F15","G9","17/09/2015 11:38",1,"F15",3,2,"3","Voorstelling is aansprekend, concept intrigeert",72,78,"assessor02"
1702,"I18","d6fba3cf86ddfa7a43b68ae7ee134b2a","17/09/2015 11:39",1,"d6fba3cf86ddfa7a43b68ae7ee134b2a",4,2,"3","",58,65,"assessor02"
1703,"A11","45154a9e7c9638ad97b07b3e8baf525b","17/09/2015 11:40",1,"45154a9e7c9638ad97b07b3e8baf525b",3,1,"2","Sterke compositie, goede vlakverdeling, overtuigend spaarzaam gebruik van kleuren, expressieve lijnvoering",45,50,"assessor02"
1704,"E6","I18","17/09/2015 11:42",1,"E6",22,2,"2","Alice ALS wonderland is interessant concept, vormgeving / design, combinatie van elementen",44,68,"assessor02"
1705,"J9","K26","17/09/2015 11:42",1,"J9",4,3,"6","Compositie: creëren van diepte",53,63,"assessor02"
1706,"A18","I19","17/09/2015 11:44",1,"A18",5,3,"2","Kleurgebruik, vormtaal, verwijzing naar organische vormen",60,67,"assessor02"
1707,"e6a2aa6b4f60dcdfcc0ab434c9db7457","G5","17/09/2015 11:57",1,"G5",8,2,"4","Heldere verwijzing naar onderliggend thema, origineel concept",39,51,"assessor02"
1708,"E3","E29","17/09/2015 11:58",1,"E29",6,2,"3","Beeldende ontwikkeling is inzichtelijk, verkenning van verschillende materialen is interessant, duidelijke verwijzing naar thema",61,70,"assessor02"
