Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
182-530-810-125-517,Comparative judgement in education research,2023-08-11,2023,journal article,International Journal of Research & Method in Education,1743727x; 17437288,Informa UK Limited,United Kingdom,Ian Jones; Ben Davies,,47,2,170,181,,,,,,,http://dx.doi.org/10.1080/1743727x.2023.2242273,,10.1080/1743727x.2023.2242273,,,0,004-173-262-007-693; 014-610-649-963-861; 016-279-152-792-986; 019-372-839-061-325; 020-492-282-615-504; 021-386-533-570-898; 022-486-381-437-418; 022-886-709-886-069; 035-776-610-863-582; 036-417-407-984-911; 039-172-874-930-951; 040-241-846-826-833; 040-665-033-631-181; 044-942-614-127-037; 046-130-920-224-256; 048-091-210-665-560; 048-151-229-726-003; 060-156-368-794-919; 066-908-670-161-319; 070-070-847-038-059; 081-370-959-105-221; 087-991-691-200-809; 090-794-868-877-416; 122-448-167-938-324; 133-972-645-991-470; 144-470-591-189-747; 148-673-033-661-432; 155-112-083-073-931; 160-805-237-718-329; 176-786-786-040-880; 177-072-688-486-223,1,false,,
182-732-061-505-680,Feasibility of using comparative judgement and student judges to assess writing performance of English language learners,2021-12-28,2021,journal article,Journal of Pedagogical Research,26023717,Journal of Pedagogical Research,,Alper Şahin,"This study aims to identify how feasible it is to use comparative judgement (CJ) and student judges to assess the writing performance of English language learners. For this purpose, 35 paragraphs written by the students who were enrolled in a freshman Academic Writing course at a semi-private university located in the Turkish Republic of Northern Cyprus were selected and uploaded to http://www.nomoremarking.com website. Ten instructors of the Academic Writing course and 112 students taking the course volunteered to participate in the study. Then, the students were taken into 5 groups according to their writing performance level. In total, around 350 comparisons were done by each group. The results suggested that it could be feasible to use CJ to assess short writing performance like paragraphs if the instructors were experienced and trained. Moreover, instructors liked CJ and described it as a more practical, easier, fairer, faster, more enjoyable way of marking student papers. The students also liked CJ and it was also found that students who were high achievers in paragraph writing might be used to mark student papers through comparative judgement as long as they were trained.",5,4,140,154,Judgement; Paragraph; Mathematics education; Turkish; Psychology; Punctuation; Academic writing; Academic year; Pedagogy; Computer science; Linguistics; Political science; World Wide Web; Artificial intelligence; Philosophy; Law,,,,,https://www.ijopr.com/download/feasibility-of-using-comparative-judgement-and-student-judges-to-assess-writing-performance-of-11458.pdf https://doi.org/10.33902/jpr.2021474154,http://dx.doi.org/10.33902/jpr.2021474154,,10.33902/jpr.2021474154,,,0,,1,true,cc-by,gold
184-005-068-582-568,Development of Risk Assessment Model for Waterway Safety,2022-04-22,2022,book chapter,Lecture Notes in Civil Engineering,23662557; 23662565,Springer Nature Singapore,,N. M. Sabitha; A. S. Athulya; B. G. Sreedevi; V. S. Sanjay Kumar,"Inland waterways are one of the transportation alternatives available to the congested, highly crash-prone roads in Kerala. Though accidents are less compared to the road sector, several high-profile fatal boat accidents involving passenger boats, barges, and inland fishing boats have occurred recently. The major factors that cause risks to the safety of passengers and vessels are environmental conditions, nature of operations, human error, and lack of safety standards. This paper analyzes the factors involved in the safety of operation of inland waterways in Kerala and attempts to develop a waterway safety assessment model for categorizing the waterways for prioritization. The details of boats and accident data were collected, and a questionnaire survey was conducted at the major active zones of water transport. The different safety-related issues and their consequences were also studied. The analyzed information is used to prepare a waterway risk assessment model. The structure of the risk assessment model includes a linear combination of attributes, similar to a linear-additive value function, where each attribute is multiplied with a weight reflecting the importance of that attribute. After establishing the parameters for each risk-inducing factor, waterway-specific risk value is estimated by putting the risk values for that waterway for each variable into the risk model. This model can be used to categorize each waterway according to the safety and risks involved and thus to prioritize the waterway improvement decisions. Such a model is helpful to decision-makers who otherwise would make comparative judgments about risk informally.",,,163,179,Environmental science; Risk analysis (engineering); Business,,,,,,http://dx.doi.org/10.1007/978-981-16-9925-2_11,,10.1007/978-981-16-9925-2_11,,,0,022-020-976-103-05X; 052-862-141-356-576,0,false,,
184-484-659-089-178,Value Comparability in Natural Law Ethics: A Defense.,2022-11-14,2022,journal article,The Journal of value inquiry,00225363; 15730492,Springer Science and Business Media LLC,Netherlands,Matthew Shea,,,,1,,Comparability; Public international law; International political economy; Ontology; Value (mathematics); Political science; Natural (archaeology); Law and economics; Law; Environmental ethics; International law; Sociology; Epistemology; Philosophy; Mathematics; Biology; Paleontology; Statistics; Combinatorics; Politics,,,,,https://link.springer.com/content/pdf/10.1007/s10790-022-09895-5.pdf https://doi.org/10.1007/s10790-022-09895-5,http://dx.doi.org/10.1007/s10790-022-09895-5,36407653,10.1007/s10790-022-09895-5,,PMC9662135,0,,0,true,,bronze
184-654-138-098-027,Anthropomorphism and consumer attitudes: a cross-cultural comparison of Kuwait and the USA,,2021,journal article,International Journal of Comparative Management,25144111; 2514412x,Inderscience Publishers,,Mohamed M. Mostafa; Hayat E. Albloushy,"The term 'anthropomorphism' is derived from two Greek words signifying 'human form'. Anthropomorphism has recently received considerable academic attention. However, very limited previous research has addressed this topic cross-culturally. In this study, we fill this research gap by examining whether anthropomorphism affects consumers' comparative judgement in a cross-cultural setting involving Kuwait and the USA. Consistent with prior limited cross-national research on anthropomorphism, our results support the notion that consumers' comparative judgement is affected by anthropomorphised objects. Results also show that anthropomorphised objects elicit significantly different cross-cultural attitudes, lending strong support to the culture-specific hypothesis. The findings of our study represent an important contribution to the literature on anthropomorphism and they hold important theoretical and applied implications for cross-cultural research. From a practical perspective, results are also important for the different stakeholders who may want to consider using anthropomorphism to increase their strategic presence in the market.",4,1,71,71,Judgement; Cross-cultural; Perspective (graphical); Psychology; Cross-cultural studies; Social psychology; Cultural diversity; Sociology; Political science; Anthropology; Computer science; Law; Artificial intelligence,,,,,,http://dx.doi.org/10.1504/ijcm.2021.120040,,10.1504/ijcm.2021.120040,,,0,,0,false,,
184-963-055-151-661,"Development of landslide susceptibility maps of Tripura, India using GIS and analytical hierarchy process (AHP).",2023-12-30,2023,journal article,Environmental science and pollution research international,16147499; 09441344,Springer Science + Business Media,Germany,Nirmalya Kumar Nath; Vinay Kumar Gautam; Chaitanya B Pande; Leena Rani Mishra; Jaripiti T Raju; Kanak N Moharir; Nitin Liladhar Rane,,31,5,7481,7497,Landslide; Monsoon; Lithology; Land cover; Analytic hierarchy process; Geology; Hydrology (agriculture); Land use; Geography; Physical geography; Geomorphology; Climatology; Civil engineering; Geotechnical engineering; Engineering; Geochemistry; Operations research,Analytical hierarchy process; GIS; Landslide susceptibility maps; Tripura,Geographic Information Systems; Analytic Hierarchy Process; Landslides; India; Geology,,,,http://dx.doi.org/10.1007/s11356-023-31486-5,38159190,10.1007/s11356-023-31486-5,,,0,005-347-123-695-848; 007-366-078-827-034; 008-895-249-927-065; 010-855-704-996-237; 013-858-621-630-996; 014-524-014-842-416; 016-525-646-169-861; 016-527-707-233-759; 016-816-473-182-16X; 016-980-559-320-45X; 017-757-901-929-741; 020-152-241-223-319; 024-003-178-077-844; 024-688-241-572-245; 026-591-532-969-180; 028-591-531-976-664; 033-052-732-715-397; 033-791-521-370-586; 035-105-978-739-072; 038-508-747-257-020; 041-565-839-969-892; 042-280-990-947-255; 042-467-511-750-130; 042-493-792-516-795; 043-197-377-637-856; 043-919-451-417-803; 045-814-095-632-92X; 046-380-704-012-832; 046-540-826-743-916; 046-726-674-472-760; 050-832-522-470-751; 051-155-017-087-496; 055-811-401-192-264; 058-176-585-061-427; 058-479-225-018-992; 063-089-265-624-61X; 066-597-009-677-827; 066-976-059-509-338; 068-971-370-665-931; 077-332-585-984-409; 077-425-817-883-512; 077-583-078-010-665; 077-661-807-170-484; 079-978-277-563-974; 082-636-954-240-549; 085-916-531-604-895; 087-601-368-393-341; 087-611-076-171-682; 088-440-183-438-920; 089-511-007-337-583; 090-386-797-471-263; 091-263-581-960-777; 103-748-648-933-642; 105-021-706-122-975; 105-437-464-800-073; 108-442-336-735-794; 109-424-165-582-347; 116-115-665-945-188; 118-489-437-331-394; 119-122-738-955-235; 121-927-879-595-448; 127-121-206-520-885; 127-913-588-325-502; 129-911-575-186-965; 130-248-615-509-667; 132-986-387-886-045; 137-546-662-247-575; 139-077-648-102-525; 140-265-965-471-934; 144-117-633-786-949; 148-062-259-409-106; 150-162-257-087-617; 155-286-327-869-726; 155-794-427-047-43X; 162-668-318-302-004; 168-300-556-561-901; 176-578-962-687-696; 179-452-051-545-510; 180-803-088-731-744; 195-771-007-094-597,1,false,,
185-009-328-036-542,Scaling preferences using probabilistic choice models: is there a ratio-scale representation of subjective liking?,2022-12-03,2022,journal article,Psychological research,14302772; 03400727,Springer Science and Business Media LLC,Germany,Florian Kattner; Anne Gast,"In two online experiments, we tested whether preference judgments can be used to derive a valid ratio-scale representation of subjective liking across different stimulus sets. Therefore, participants were asked to indicate their preferences for all possible pairwise comparisons of 20 paintings (Experiment 1) and 20 faces (Experiment 2). Probabilistic choice models were fit to the resulting preference probabilities (requiring different degrees of stochastic transitivity), demonstrating that a ratio-scale representation of the liking of both paintings and faces can be derived consistently from the preference judgments. While the preference judgments of paintings were consistent with the highly restrictive Bradley-Terry-Luce model (Bradley and Terry, Biometrika 39:324-345, 1952; Luce, 1959), the liking of faces could be represented on a ratio scale only when accounting for face gender as an additional aspect in an elimination-by-aspects model. These ratio-scaled liking scores were then related to direct evaluative ratings of the same stimuli on a 21-point Likert scale, given both before and after the pairwise comparisons. It was found in both studies that evaluative ratings can be described accurately as a logarithmic function of the indirectly derived liking scores for both types of stimuli. The results indicate that participants are able (a) to consistently judge preferences across two heterogeneous stimulus sets, and (b) to validly report their liking in direct evaluative ratings, although the numeric labels derived from direct evaluative ratings cannot be interpreted at face value for ratio-scaled liking scores.",87,6,1953,1965,Psychology; Pairwise comparison; Social psychology; Transitive relation; Preference; Thurstone scale; Scale (ratio); Probabilistic logic; Statistics; Cognitive psychology; Mathematics; Developmental psychology; Combinatorics; Physics; Quantum mechanics,,"Humans; Emotions; Models, Statistical; Judgment; Probability",,HMU Health and Medical University GmbH,https://link.springer.com/content/pdf/10.1007/s00426-022-01775-8.pdf https://doi.org/10.1007/s00426-022-01775-8,http://dx.doi.org/10.1007/s00426-022-01775-8,36460871,10.1007/s00426-022-01775-8,,PMC10366322,0,004-703-894-331-147; 004-834-296-631-801; 005-879-470-000-235; 007-415-709-858-979; 007-957-907-323-007; 008-835-640-749-05X; 010-175-645-640-572; 011-206-786-696-647; 018-269-445-638-29X; 019-011-603-102-596; 023-551-936-092-957; 024-848-286-367-819; 030-900-835-660-341; 031-779-699-577-483; 031-846-188-530-090; 032-475-413-638-046; 038-519-810-056-496; 041-706-379-743-767; 042-725-700-685-576; 047-828-307-223-520; 056-350-812-098-595; 058-753-642-787-273; 062-599-713-102-887; 066-672-675-643-378; 070-331-031-103-877; 072-187-659-986-619; 077-944-835-392-391; 084-218-372-658-68X; 084-616-607-461-755; 099-272-416-126-733; 103-214-891-273-609; 106-016-639-846-956; 117-341-991-234-105; 117-409-210-987-816; 118-106-052-893-600; 125-634-820-215-953; 130-109-930-540-402; 141-610-819-810-580; 167-210-770-656-121,0,true,cc-by,hybrid
185-129-386-127-537,Mathematicians’ Assessments of the Explanatory Value of Proofs,2021-03-20,2021,journal article,Axiomathes,11221151,Springer Netherlands,Italy,Juan Pablo Mejía Ramos; Tanya Evans; Colin Jakob Rittberg; Matthew Inglis,"The literature on mathematical explanation contains numerous examples of explanatory, and not so explanatory proofs. In this paper we report results of an empirical study aimed at investigating mathematicians’ notion of explanatoriness, and its relationship to accounts of mathematical explanation. Using a Comparative Judgement approach, we asked 38 mathematicians to assess the explanatory value of several proofs of the same proposition. We found an extremely high level of agreement among mathematicians, and some inconsistencies between their assessments and claims in the literature regarding the explanatoriness of certain types of proofs.",31,5,1,25,Experimental psychology; Mathematical proof; Epistemology; Empirical research; Psychology; Ontology; Value (mathematics); Judgement; Proposition; Mathematical explanation,,,,,https://link.springer.com/article/10.1007/s10516-021-09545-8 https://repository.lboro.ac.uk/articles/journal_contribution/Mathematicians_assessments_of_the_explanatory_value_of_proofs/14192444,https://link.springer.com/article/10.1007/s10516-021-09545-8,,,3138378153,,0,000-736-172-557-756; 002-612-689-264-25X; 003-831-516-902-547; 008-465-128-089-915; 008-998-977-688-551; 012-724-994-256-183; 016-279-152-792-986; 018-269-445-638-29X; 018-799-016-187-820; 022-291-764-381-589; 025-440-331-318-563; 025-854-587-786-301; 026-024-794-784-409; 026-198-301-219-998; 026-835-039-153-717; 029-801-956-614-625; 031-549-890-320-025; 035-776-610-863-582; 036-417-407-984-911; 037-219-397-330-808; 040-241-846-826-833; 046-490-320-114-191; 048-091-210-665-560; 060-867-268-147-280; 062-546-879-061-051; 067-418-438-773-681; 068-124-584-046-362; 080-726-004-001-188; 081-370-959-105-221; 096-950-253-141-226; 117-205-246-037-156; 119-550-971-205-730; 122-448-167-938-324; 126-588-061-834-922; 158-957-233-729-750; 177-072-688-486-223; 183-967-956-077-341; 191-810-801-054-895,1,false,,
185-437-923-693-433,Modelling intransitivity in pairwise comparisons with application to baseball data,2021-03-22,2021,preprint,arXiv: Methodology,,,,Harry Spearing; Jonathan A. Tawn; David Irons; Tim Paulden,"In most commonly used ranking systems, some level of underlying transitivity is assumed. If transitivity exists in a system then information about pairwise comparisons can be translated to other linked pairs. For example, if typically A beats B and B beats C, this could inform us about the expected outcome between A and C. We show that in the seminal Bradley-Terry model knowing the probabilities of A beating B and B beating C completely defines the probability of A beating C, with these probabilities determined by individual skill levels of A, B and C. Users of this model tend not to investigate the validity of this transitive assumption, nor that some skill levels may not be statistically significantly different from each other; the latter leading to false conclusions about rankings. We provide a novel extension to the Bradley-Terry model, which accounts for both of these features: the intransitive relationships between pairs of objects are dealt with through interaction terms that are specific to each pair; and by partitioning the $n$ skills into $A+1\leq n$ distinct clusters, any differences in the objects' skills become significant, given appropriate $A$. With $n$ competitors there are $n(n-1)/2$ interactions, so even in multiple round robin competitions this gives too many parameters to efficiently estimate. Therefore we separately cluster the $n(n-1)/2$ values of intransitivity into $K$ clusters, giving $(A,K)$ estimatable values respectively, typically with $A+K<n$. Using a Bayesian hierarchical model, $(A,K)$ are treated as unknown, and inference is conducted via a reversible jump Markov chain Monte Carlo (RJMCMC) algorithm. The model is shown to have an improved fit out of sample in both simulated data and when applied to American League baseball data.",,,,,Combinatorics; Pairwise comparison; Transitive relation; Bayesian hierarchical modeling; Inference; Extension (predicate logic); Outcome (probability); Reversible-jump Markov chain Monte Carlo; Intransitivity; Mathematics,,,,,https://arxiv.org/pdf/2103.12094.pdf https://ui.adsabs.harvard.edu/abs/2021arXiv210312094S/abstract http://export.arxiv.org/pdf/2103.12094v1 https://arxiv.org/abs/2103.12094,https://ui.adsabs.harvard.edu/abs/2021arXiv210312094S/abstract,,,3136469616,,0,005-879-470-000-235; 007-786-155-612-362; 010-916-070-573-553; 017-165-193-545-368; 027-150-047-044-961; 027-354-819-104-27X; 028-769-387-497-655; 036-074-758-302-554; 037-465-023-279-589; 039-578-501-119-701; 046-186-229-688-198; 051-302-515-227-970; 054-898-405-742-807; 055-614-092-455-506; 056-899-758-617-718; 059-450-385-467-719; 063-070-383-385-322; 067-123-770-005-790; 072-187-659-986-619; 072-644-333-922-114; 073-922-137-240-11X; 086-632-355-539-415; 087-991-691-200-809; 112-304-417-559-285; 113-365-415-515-233; 123-248-831-556-464; 124-850-148-955-311; 129-140-863-196-364; 137-127-128-621-604; 182-002-660-211-823,0,true,,unknown
185-696-812-077-968,Reproducible Stats in Education Sciences: Bayesian analysis of comparative judgement data,2021-01-26,2021,,,,,,Sven De Maeyer,,,,,,Bayesian probability; Machine learning; Artificial intelligence; Judgement; Computer science,,,,,https://svendemaeyer.netlify.app/posts/2021-01-18-bayesian-analysis-of-comparative-judgement-data/,https://svendemaeyer.netlify.app/posts/2021-01-18-bayesian-analysis-of-comparative-judgement-data/,,,3141428965,,0,000-142-364-201-342; 008-515-844-318-494; 028-999-924-258-910; 031-367-348-127-324; 035-966-099-589-64X; 046-510-131-667-614; 052-160-535-501-514; 058-063-037-266-113; 094-445-319-298-665; 114-251-883-659-335; 150-325-162-873-23X; 168-482-798-120-738,0,false,,
187-067-394-681-644,A set of forty popular music drum pattern stimuli with perceived complexity measures,2022-09-28,2022,preprint,,,Center for Open Science,,Olivier Senn; Florian Hoesl; Rafael Jerjen; Toni Bechtold; Lorenz Kilchenmann; Dawn Carole Rose; Elena Alessandri,"<p>This study presents an audio stimuli set of forty drum patterns from Western popular music together with empirical data on the stimuli’s perceived complexity. The audio stimuli are meticulous reconstructions of drum patterns found in commercial recordings; they are based on careful transcriptions (carried out by professional musicians), drum stroke loudness information and exact onset timing measurements. Data on perceived stimulus complexity was collected in a listening experiment using a pairwise comparison design with 220 participants (4400 trials); and complexity measures were calculated using the Bradley-Terry probability model. The drum pattern stimuli and their perceptual complexity estimates can be used for listening experiments in which stimulus complexity is a relevant independent variable; and they allow to assess measures and models of drum pattern complexity.</p>",,,,,Loudness; Stimulus (psychology); Perception; Active listening; Speech recognition; Psychology; Computer science; Pairwise comparison; Set (abstract data type); Cognitive psychology; Communication; Artificial intelligence; Computer vision; Neuroscience; Programming language,,,,,https://psyarxiv.com/25zgq/download https://doi.org/10.31234/osf.io/25zgq https://osf.io/25zgq/download https://osf.io/25zgq/,http://dx.doi.org/10.31234/osf.io/25zgq,,10.31234/osf.io/25zgq,,,0,,0,true,,green
